Region,Age,Education,WorkLocation,Industry,Employed
01,81,10018,2905,1,1
01,35,60001,2912,1,1
01,72,24011,2912,1,1
01,66,10018,2912,1,1
01,36,24015,2928,41,1
01,73,10018,2912,1,1
01,76,10018,2912,1,1
01,35,24012,2912,1,1
01,27,60322,2912,47,1
01,49,10018,2912,1,1
01,62,10018,2912,1,1
01,39,60923,2920,84,1
01,50,10015,2912,1,1
01,47,24013,2912,47,1
01,61,24015,2912,1,1
01,60,10018,2912,1,1
01,31,24015,2912,1,1
01,30,50721,2912,1,1
01,54,60716,2912,1,1
01,49,60111,2912,85,1
01,43,40716,2912,1,1
01,39,60001,2906,41,1
01,31,24015,2934,82,1
01,48,24015,2912,1,1
01,24,41013,2912,47,1
01,77,10015,2912,1,1
01,78,10018,2912,1,1
01,46,10018,2912,41,1
01,48,10018,2912,1,1
01,38,40610,2934,64,1
01,39,50613,2925,3,1
01,36,50913,2925,47,1
01,52,10013,2925,10,1
01,49,24015,2925,47,1
01,24,60001,2925,84,1
01,21,34013,2906,47,1
01,28,10018,2925,10,1
01,40,24015,2925,41,1
01,43,50613,2925,56,1
01,40,24015,2925,41,1
01,75,60002,2925,1,1
01,36,24015,2925,41,1
01,25,24015,2914,47,1
01,38,24015,2916,41,1
01,59,24015,2925,1,1
01,64,10018,2925,47,1
01,54,24015,2924,41,1
01,51,24015,2925,1,1
01,29,60413,2906,64,1
01,44,10013,2924,47,1
01,22,60003,2925,41,1
01,59,10014,2925,47,1
01,57,10018,2925,96,1
01,58,24015,2925,1,1
01,53,60111,2925,85,1
01,22,60914,2906,86,1
01,76,10012,2925,47,1
01,35,60314,2916,41,1
01,34,24015,2925,47,1
01,43,24015,2925,1,1
01,42,10013,2925,1,1
01,35,24015,2925,1,1
01,55,24015,2925,1,1
01,50,24015,2925,1,1
01,38,40714,2925,1,1
01,36,24015,2906,47,1
01,56,24015,2925,31,1
01,24,60916,2906,86,1
01,34,24015,2925,96,1
01,41,24015,2925,96,1
01,51,24013,2925,1,1
01,50,24013,2925,1,1
01,28,24012,2925,41,1
01,23,60002,2925,41,1
01,22,34013,2925,41,1
01,29,24015,2925,41,1
01,29,24015,2906,96,1
01,65,24011,2925,1,1
01,64,10018,2925,1,1
01,42,40714,2924,95,1
01,37,24015,2925,41,1
01,34,60003,2925,1,1
01,62,24015,2925,1,1
01,38,24013,2925,41,1
01,32,24013,2925,1,1
01,64,24015,2925,1,1
01,58,10018,2925,1,1
01,35,24015,2925,1,1
01,28,24015,2925,1,1
01,49,10012,2925,31,1
01,42,10018,2925,56,1
01,23,24012,2925,1,1
01,57,24012,2925,1,1
01,45,24015,3301,10,1
01,41,61013,3301,96,1
01,24,10014,3301,46,1
01,54,24015,3301,1,1
01,47,24015,3303,41,1
01,56,60111,3301,1,1
01,24,60913,3314,86,1
01,43,60111,3301,1,1
01,43,60001,3301,84,1
01,49,24015,3301,95,1
01,36,60413,3314,84,1
01,41,24011,3301,96,1
01,58,60003,3301,49,1
01,56,24015,3301,96,1
01,22,60002,3314,41,1
01,40,50913,3314,86,1
01,32,60002,0,0,0
01,43,60314,3314,84,1
01,41,60111,3301,84,1
01,30,60811,3301,12,1
01,40,24013,3301,96,1
01,29,60314,3301,80,1
01,29,24011,3301,49,1
01,63,24015,3301,41,1
01,60,60413,3301,96,1
01,41,24015,3301,41,1
01,39,60002,3301,96,1
01,35,60111,1102,82,1
01,32,60003,3301,56,1
01,36,24015,3311,84,1
01,32,24015,3311,84,1
01,56,24015,3311,1,1
01,57,24015,3311,84,1
01,33,60612,1102,26,1
01,55,40713,0,0,0
01,54,60111,3311,85,1
01,23,60313,0,0,0
01,55,24015,0,0,0
01,66,10018,3311,84,1
01,33,24015,3311,1,1
01,32,24015,3311,56,1
01,62,24012,3311,1,1
01,30,60913,0,0,0
01,57,24015,3311,1,1
01,63,10018,3311,1,1
01,59,24015,3311,1,1
01,31,24012,3311,41,1
01,74,24012,0,0,0
01,72,24015,3311,1,1
01,73,10018,3311,1,1
01,32,24015,3311,1,1
01,68,24015,0,0,0
01,48,10014,3311,1,1
01,47,24011,3311,84,1
01,20,35011,3311,1,1
01,38,24015,3311,49,1
01,55,24015,0,0,0
01,53,24015,3311,1,1
01,44,24012,3302,1,1
01,38,60915,3314,86,1
01,40,60314,3314,84,1
01,50,24015,3314,41,1
01,27,41013,3314,56,1
01,50,24015,3314,96,1
01,47,24015,3314,49,1
01,47,24015,3314,96,1
01,20,24015,3314,41,1
01,21,34011,0,0,0
01,49,24015,3314,49,1
01,38,24015,3314,96,1
01,56,60002,3314,18,1
01,56,60413,3314,84,1
01,28,60612,3314,82,1
01,49,60913,3314,47,1
01,32,24013,3314,49,1
01,34,24015,3314,47,1
01,25,24015,3314,47,1
01,33,24015,3314,47,1
01,64,24012,3314,47,1
01,27,24015,3314,41,1
01,34,10012,3314,47,1
01,38,60715,3314,68,1
01,38,60913,3314,86,1
01,49,24015,3314,45,1
01,51,60111,3314,85,1
01,56,24013,3314,41,1
01,52,10018,3314,96,1
01,34,61041,1102,26,1
01,32,60413,3314,47,1
01,23,24012,0,0,0
01,28,24015,3314,41,1
01,42,24013,3314,47,1
01,22,60913,0,0,0
01,38,24012,3314,11,1
01,22,24015,3314,41,1
01,19,24015,3314,41,1
01,45,00000,3314,49,1
01,44,00000,3314,84,1
01,31,60411,3314,69,1
01,25,60001,3314,56,1
01,37,24015,3315,1,1
01,45,60111,3315,85,1
01,20,60002,3315,1,1
01,41,60002,3315,84,1
01,29,24015,3315,1,1
01,68,10018,3315,1,1
01,65,10018,3315,1,1
01,28,24015,3315,41,1
01,22,60003,3315,1,1
01,23,60003,3315,41,1
01,25,60612,3314,56,1
01,75,24011,3315,1,1
01,49,50716,3315,92,1
01,20,60001,3314,56,1
01,64,10018,3315,1,1
01,56,10018,3315,1,1
01,59,24015,3315,1,1
01,37,10013,3315,1,1
01,34,61013,3314,56,1
01,57,24013,3315,1,1
01,29,60003,3315,1,1
01,36,24012,3315,1,1
01,63,24013,3315,84,1
01,61,24013,3315,56,1
01,23,60413,3315,84,1
01,62,10014,3315,1,1
01,55,10018,3315,1,1
01,33,24015,3315,1,1
01,59,10018,3315,1,1
01,39,60111,3319,85,1
01,42,24012,3319,1,1
01,29,60713,3319,85,1
01,39,10018,3319,45,1
01,40,24015,3319,96,1
01,76,10018,3319,1,1
01,22,60003,3314,56,1
01,43,60001,3319,47,1
01,35,24015,3314,80,1
01,34,10018,3315,41,1
01,54,24015,3319,1,1
01,60,24015,3319,1,1
01,35,24015,3319,1,1
01,55,60001,3319,1,1
01,50,60002,3319,47,1
01,27,24015,3319,1,1
01,25,24015,3319,1,1
01,43,10018,3319,1,1
01,59,24015,3319,1,1
01,33,24015,3319,41,1
01,54,24015,3319,84,1
01,31,60111,3319,84,1
01,57,60111,3319,85,1
01,33,60811,3319,46,1
01,30,60111,3319,85,1
01,24,60313,3319,84,1
01,46,60314,3314,84,1
01,23,60314,0,0,0
01,68,10012,3319,1,1
01,33,24015,3319,1,1
01,27,10018,3319,1,1
01,37,61041,3319,41,1
01,74,10018,3320,84,1
01,57,10013,3320,96,1
01,19,34013,3320,47,1
01,30,24015,3320,41,1
01,57,24015,0,0,0
01,62,24015,3320,1,1
01,36,24015,3307,41,1
01,34,24015,3320,47,1
01,70,10013,3320,1,1
01,38,10015,3312,46,1
01,40,10013,3320,1,1
01,38,10014,3320,1,1
01,36,24015,1102,55,1
01,73,60001,3320,11,1
01,74,40415,3320,11,1
01,49,24015,3320,1,1
01,39,10014,3320,1,1
01,20,35013,3320,41,1
01,66,24015,3320,47,1
01,33,24015,3320,47,1
01,43,24015,3320,96,1
01,42,10018,3320,41,1
01,58,24015,3320,41,1
01,27,60511,1102,26,1
01,27,60314,3314,84,1
01,24,35013,3309,10,1
01,61,10015,3320,84,1
01,52,24011,3320,96,1
01,24,35013,3320,41,1
01,29,24015,1102,47,1
01,51,60913,3320,1,1
01,50,60915,3320,56,1
01,39,60002,0,0,0
01,59,10018,5511,84,1
01,53,10018,5511,56,1
01,30,24015,0,0,0
01,18,34011,5511,1,1
01,61,24011,0,0,0
01,34,24011,5511,1,1
01,34,24011,5511,1,1
01,37,24013,5531,41,1
01,44,24015,5511,84,1
01,64,24015,5511,84,1
01,67,24015,5546,47,1
01,31,24015,5511,80,1
01,31,24015,5511,49,1
01,27,60111,5511,85,1
01,27,60111,5517,85,1
01,70,10018,5511,92,1
01,42,60111,5524,85,1
01,35,24015,5511,41,1
01,26,60413,0,0,0
01,47,60002,5511,49,1
01,47,60111,5511,47,1
01,25,60111,5511,84,1
01,23,60111,5511,47,1
01,19,60001,5511,47,1
01,69,60913,5511,47,1
01,60,60411,5511,47,1
01,64,24015,5511,96,1
01,57,10018,5522,31,1
01,28,24015,5522,31,1
01,32,10018,5522,31,1
01,31,60612,5522,45,1
01,31,60913,5513,86,1
01,19,24013,5513,47,1
01,45,60002,5518,47,1
01,25,60923,5518,84,1
01,51,60421,5522,84,1
01,46,60003,5513,31,1
01,26,60003,5513,84,1
01,24,24015,5513,31,1
01,61,10018,5513,31,1
01,33,24015,5522,10,1
01,70,24015,5513,47,1
01,21,60002,5513,47,1
01,62,10018,5513,31,1
01,60,24015,5513,47,1
01,20,10013,5513,41,1
01,40,24015,5513,41,1
01,57,24013,5522,41,1
01,49,10018,5513,47,1
01,29,24013,5513,47,1
01,25,60410,5518,47,1
01,19,60001,5522,41,1
01,46,60002,5513,31,1
01,32,60003,5522,93,1
01,33,60913,5513,84,1
01,36,24015,5513,31,1
01,43,60311,5513,49,1
01,28,24015,5513,31,1
01,50,60188,5518,69,1
01,43,61041,5522,49,1
01,43,60111,5513,85,1
01,31,10018,5516,47,1
01,50,10018,5516,1,1
01,15,24013,5516,41,1
01,60,10018,5516,1,1
01,26,24015,5516,42,1
01,42,60915,5516,1,1
01,52,24015,5516,47,1
01,54,50715,5516,84,1
01,30,24015,5516,1,1
01,54,24015,5516,2,1
01,20,35013,5516,85,1
01,52,24015,5516,84,1
01,53,24015,5516,1,1
01,50,24015,5503,49,1
01,57,10018,5516,46,1
01,44,10015,5516,41,1
01,54,24015,5516,41,1
01,57,50713,5516,1,1
01,58,10018,5516,47,1
01,62,10018,5516,1,1
01,60,10018,5516,96,1
01,42,24015,5516,8,1
01,47,24015,5516,1,1
01,23,24015,5503,53,1
01,45,60714,5516,84,1
01,25,35011,5532,13,1
01,68,10018,5532,32,1
01,43,60002,5532,13,1
01,63,60314,5532,1,1
01,48,60915,5532,11,1
01,54,60911,5532,86,1
01,48,24015,5522,45,1
01,54,24015,5522,45,1
01,18,34011,5532,13,1
01,27,10018,5532,43,1
01,24,60413,5532,47,1
01,63,10018,5532,13,1
01,55,24015,5532,96,1
01,55,10018,5532,47,1
01,44,10018,5532,13,1
01,20,35013,5532,47,1
01,24,24013,5532,1,1
01,26,24015,5532,47,1
01,26,60612,5532,47,1
01,19,35013,5532,13,1
01,21,10018,5532,1,1
01,56,24015,5532,13,1
01,44,40713,5538,16,1
01,47,24015,5518,41,1
01,39,24013,5538,56,1
01,19,24015,5538,56,1
01,15,24013,5538,56,1
01,45,10014,5538,31,1
01,34,10018,5538,31,1
01,39,24015,5538,47,1
01,42,50613,5538,47,1
01,36,10018,5538,31,1
01,22,10018,5538,31,1
01,27,24015,5517,46,1
01,33,24015,5538,31,1
01,29,24015,5538,47,1
01,23,35013,5538,11,1
01,39,24015,5538,31,1
01,61,10018,5538,47,1
01,27,24015,5538,31,1
01,43,24011,5538,11,1
01,22,60001,5538,84,1
01,46,10018,5538,84,1
01,46,10018,5538,96,1
01,43,24012,5538,31,1
01,34,24012,5538,47,1
01,30,10018,5538,47,1
01,33,24015,5538,1,1
01,28,60002,5538,47,1
01,73,10012,5538,1,1
01,53,10012,5538,31,1
01,52,10018,5538,14,1
01,32,24012,0,0,0
01,74,10015,0,0,0
01,70,10015,0,0,0
01,36,10018,5538,46,1
01,41,10018,5538,1,1
01,31,60111,5538,85,1
01,23,24015,5538,31,1
01,23,34013,5538,31,1
01,30,24015,5538,47,1
01,72,24015,5546,1,1
01,65,60713,5546,84,1
01,29,60411,1102,61,1
01,47,24015,5546,41,1
01,47,24015,5546,84,1
01,27,24015,5546,43,1
01,22,24015,5546,41,1
01,74,10012,5546,47,1
01,54,10014,5546,1,1
01,48,24015,5546,1,1
01,45,60001,5546,84,1
01,52,24015,0,0,0
01,18,10013,5546,1,1
01,47,40716,5546,46,1
01,47,24015,5546,96,1
01,23,35013,5546,45,1
01,42,24015,1102,93,1
01,44,24015,0,0,0
01,18,35011,5546,77,1
01,56,10018,5546,14,1
01,26,24015,5531,14,1
01,50,24015,5546,84,1
01,26,60231,5546,84,1
01,26,60003,1110,47,1
01,32,24015,5546,56,1
01,25,24015,5546,56,1
01,25,24015,5546,46,1
01,23,35013,5546,47,1
02,57,24015,901,41,1
02,56,40415,901,84,1
02,73,10018,901,84,1
02,72,10018,901,84,1
02,46,60111,901,84,1
02,44,70188,901,85,1
02,30,60811,901,55,1
02,63,10018,901,1,1
02,53,00000,901,1,1
02,56,10018,901,84,1
02,39,60002,901,41,1
02,68,10018,901,1,1
02,46,60111,901,56,1
02,39,50716,901,49,1
02,57,24015,901,84,1
02,52,60415,901,84,1
02,35,61013,901,47,1
02,48,10013,901,84,1
02,54,40415,901,84,1
02,20,34011,901,84,1
02,35,61013,901,96,1
02,48,40415,901,41,1
02,63,61041,901,1,1
02,44,40415,901,46,1
02,37,60002,901,84,1
02,18,34013,901,84,1
02,26,24015,901,96,1
02,52,24015,901,96,1
02,30,24015,901,41,1
02,57,40415,903,42,1
02,50,10015,901,84,1
02,49,50731,901,84,1
02,66,10018,901,84,1
02,59,24015,901,1,1
02,63,60413,901,47,1
02,24,34011,0,0,0
02,58,24015,901,1,1
02,58,50723,901,84,1
02,24,60732,901,84,1
02,51,10015,901,55,1
02,44,10015,901,96,1
02,41,24015,901,55,1
02,69,60716,901,50,1
02,37,60732,901,31,1
02,38,60111,903,85,1
02,58,10018,901,1,1
02,53,24012,901,1,1
02,19,34033,904,42,1
02,41,61041,901,1,1
02,42,60613,901,47,1
02,44,60002,901,80,1
02,43,60002,901,55,1
02,43,71032,901,47,1
02,40,70421,901,84,1
02,58,24015,904,1,1
02,53,24015,904,1,1
02,48,24013,904,41,1
02,56,24015,904,84,1
02,20,60002,904,84,1
02,58,24015,904,85,1
02,51,60111,904,85,1
02,29,24015,0,0,0
02,34,60412,904,84,1
02,39,60612,901,96,1
02,40,60488,904,84,1
02,32,60711,904,84,1
02,41,60612,901,84,1
02,38,60111,904,96,1
02,48,24015,904,84,1
02,36,24015,901,84,1
02,42,60111,904,84,1
02,36,60111,904,84,1
02,79,24013,904,84,1
02,51,40722,901,41,1
02,53,24015,901,84,1
02,54,24015,904,47,1
02,26,60003,904,47,1
02,23,61015,901,56,1
02,63,10018,904,84,1
02,60,24015,904,84,1
02,37,40716,904,84,1
02,42,50611,904,84,1
02,38,60002,901,49,1
02,37,60002,904,47,1
02,43,24015,901,84,1
02,24,34013,1510,56,1
02,65,60002,1510,1,1
02,44,60002,1510,1,1
02,69,60003,1510,41,1
02,51,24015,1510,47,1
02,37,60001,1510,56,1
02,49,60002,1529,80,1
02,50,24015,1510,47,1
02,34,24015,1510,41,1
02,45,24015,1510,46,1
02,32,24013,1510,96,1
02,48,60819,1510,47,1
02,25,60003,1510,47,1
02,22,34013,1510,41,1
02,58,10013,1510,1,1
02,55,10018,1510,1,1
02,30,24015,1510,41,1
02,39,24015,1510,41,1
02,35,24015,1510,41,1
02,67,10015,1510,47,1
02,27,60003,1510,49,1
02,29,24015,1510,47,1
02,27,60003,1510,47,1
02,61,24015,1510,1,1
02,52,24015,1510,1,1
02,23,60002,1510,47,1
02,26,60411,1510,47,1
02,32,60610,1529,47,1
02,41,10012,1511,49,1
02,39,24013,1511,1,1
02,37,24012,1511,1,1
02,46,24012,1511,41,1
02,21,60003,1511,84,1
02,52,24013,1511,41,1
02,22,34013,1511,56,1
02,59,60001,1511,1,1
02,59,60001,1511,47,1
02,16,24015,1511,47,1
02,69,24013,1511,96,1
02,48,24015,1511,49,1
02,62,60002,1511,41,1
02,30,24012,1511,41,1
02,69,24012,1511,46,1
02,49,24012,1511,1,1
02,40,24015,1511,1,1
02,35,60111,1511,85,1
02,67,24012,1511,1,1
02,63,60819,1511,84,1
02,64,10014,1511,10,1
02,55,24015,1511,96,1
02,31,60003,1511,49,1
02,43,24015,1511,41,1
02,38,24015,1511,41,1
02,57,24015,1511,41,1
02,30,24015,1511,41,1
02,28,60002,0,0,0
02,32,10018,1512,10,1
02,64,10018,1512,1,1
02,23,24015,1512,96,1
02,41,24013,1512,1,1
02,69,10012,1512,1,1
02,32,10018,1512,1,1
02,31,10018,1512,41,1
02,24,24013,1529,41,1
02,52,10018,1512,1,1
02,43,10018,1512,1,1
02,64,24015,1512,1,1
02,58,24015,1512,1,1
02,32,60714,1512,84,1
02,45,10018,1511,1,1
02,65,10013,1512,1,1
02,58,10011,1512,1,1
02,31,24011,1512,96,1
02,22,24015,1512,41,1
02,20,34013,1512,41,1
02,25,24011,1529,41,1
02,22,10018,1512,96,1
02,54,24015,1529,41,1
02,30,60003,1512,56,1
02,45,24015,1512,84,1
02,70,10018,1512,1,1
02,30,24015,1512,47,1
02,72,24012,1512,1,1
02,37,24015,1512,41,1
02,56,24015,1512,1,1
02,32,24013,1529,42,1
02,30,24015,1515,47,1
02,41,10014,1515,46,1
02,35,10012,1515,47,1
02,20,34011,1529,41,1
02,18,24015,1515,1,1
02,74,10014,1515,1,1
02,42,10013,1515,16,1
02,33,24011,1515,96,1
02,60,60002,1515,1,1
02,50,24015,1515,1,1
02,25,60612,1529,62,1
02,63,24015,1515,84,1
02,49,24015,1515,1,1
02,35,24015,1529,41,1
02,52,10018,1515,1,1
02,50,24015,1515,47,1
02,23,60111,1515,85,1
02,52,24015,1515,49,1
02,52,24015,1515,47,1
02,33,24015,1515,1,1
02,38,60314,1517,84,1
02,39,60612,1515,47,1
02,50,24015,1515,47,1
02,32,24012,1515,49,1
02,26,10014,1515,1,1
02,59,10018,1515,1,1
02,35,24015,1515,1,1
02,44,24012,1517,1,1
02,40,24015,1517,84,1
02,49,24012,1517,1,1
02,24,24015,1517,47,1
02,72,10018,1517,1,1
02,62,10018,1517,1,1
02,26,24015,1517,41,1
02,67,10015,1517,1,1
02,59,24015,1517,1,1
02,58,24015,1517,1,1
02,37,10018,1517,49,1
02,40,24015,1517,84,1
02,59,24011,1517,41,1
02,60,24015,1517,1,1
02,31,24013,1517,1,1
02,48,10012,1517,46,1
02,46,24015,0,0,0
02,42,24015,1517,1,1
02,24,24015,1517,1,1
02,40,10018,1517,1,1
02,30,24015,1517,1,1
02,29,24015,1517,1,1
02,60,24015,1517,84,1
02,61,24015,1517,84,1
02,52,10018,1517,1,1
02,30,24015,1517,1,1
02,40,60610,1517,1,1
02,42,60610,1517,84,1
02,48,10018,1517,84,1
02,48,24012,1517,1,1
02,24,24013,1517,56,1
02,48,24015,1517,1,1
02,19,34013,1517,96,1
02,16,10018,1517,1,1
02,42,24011,1517,49,1
02,39,24013,1517,84,1
02,16,24015,1517,1,1
02,56,10018,1517,1,1
02,62,24015,1517,1,1
02,62,60003,1519,42,1
02,33,24015,1519,47,1
02,34,24015,1529,36,1
02,40,24012,1529,11,1
02,38,24015,1519,47,1
02,45,50841,1519,1,1
02,32,10018,1519,46,1
02,50,24013,1519,47,1
02,54,10013,1519,96,1
02,29,10012,1529,41,1
02,24,10011,1529,41,1
02,48,10018,4305,41,1
02,42,24015,1519,56,1
